rank,country,actual_reward_usd,predicted_baseline_usd,residual_usd,valuation_status,log
1,Chad,25.0,12.382604694098006,12.617395305901994,Overvalued (+),3.46280823
2,Central African Republic,23.211621311952413,11.516158133985385,11.695463177967028,Overvalued (+),3.118554567
3,Guinea-Bissau,22.386294098077432,12.520520054760658,9.865774043316774,Overvalued (+),3.517604302
4,Saint Vincent and the Grenadines,24.489362873311496,14.635505875897863,9.853856997413633,Overvalued (+),4.357923428
5,Papua New Guinea,22.586698494350617,13.022967413484139,9.563731080866479,Overvalued (+),3.717235014
6,Sierra Leone,22.148618423827223,12.652847464649607,9.495770959177616,Overvalued (+),3.570180188
7,United Kingdom,25.0,15.774025321059625,9.225974678940375,Overvalued (+),4.810276184
8,Australia,25.0,15.89146429452137,9.10853570547863,Overvalued (+),4.856936646
9,Germany,25.0,15.942993028365697,9.057006971634303,Overvalued (+),4.877409871
10,Austria,25.0,15.962685969961127,9.037314030038873,Overvalued (+),4.885234205
11,Micronesia,21.26658366845743,12.886898615156419,8.37968505330101,Overvalued (+),3.663172612
12,Grenada,22.93413810778407,14.5635037927317,8.370634315052369,Overvalued (+),4.3293158
13,France,23.779728633279895,15.763294613517006,8.016434019762888,Overvalued (+),4.806012695
14,Libya,22.189752404466052,14.283452722446174,7.906299682019878,Overvalued (+),4.218046841
15,Canada,23.70832350809971,15.809633998034531,7.898689510065179,Overvalued (+),4.824424105
16,Ireland,24.313733970696997,16.731211355795725,7.582522614901272,Overvalued (+),5.190582153
17,Russia,22.87735940619725,15.48439852119569,7.3929608850015605,Overvalued (+),4.695202628
18,DR Congo,19.236777817595698,11.930705327588091,7.306072490007606,Overvalued (+),3.283261078
19,Equatorial Guinea,21.422687381388442,14.257456169193317,7.165231212195126,Overvalued (+),4.207717977
20,New Zealand,22.797752295999377,15.643801701574345,7.153950594425032,Overvalued (+),4.758536169
21,Solomon Islands,19.420327362207583,12.338369968309157,7.081957393898426,Overvalued (+),3.445233036
22,Sudan,18.67790646175417,12.075761918926345,6.6021445428278245,Overvalued (+),3.34089448
23,Angola,20.13808228837397,13.761788324634574,6.3762939637393945,Overvalued (+),4.010780879
24,Greece,21.546974917991466,15.385099750557549,6.161875167433918,Overvalued (+),4.655749571
25,Luxembourg,22.8423293189262,16.741402058310676,6.100927260615524,Overvalued (+),5.194631089
26,Peru,19.912952014236367,14.4256135757409,5.487338438495467,Overvalued (+),4.274529718
27,Morocco,19.298539185722696,13.849879121071622,5.448660064651074,Overvalued (+),4.045780821
28,Palau,19.833476891433456,14.647534392058722,5.185942499374734,Overvalued (+),4.362702558
29,Belgium,20.853814399517297,15.932343825079885,4.9214705744374125,Overvalued (+),4.873178765
30,Benin,17.814999286795178,12.936211343320858,4.87878794347432,Overvalued (+),3.682765381
31,Iran,19.314550631360834,14.475748139543516,4.838802491817319,Overvalued (+),4.294449016
32,Marshall Islands,18.37390318396553,13.615146038444491,4.75875714552104,Overvalued (+),3.952517454
33,Iraq,18.729329379113366,14.123075930769327,4.60625344834404,Overvalued (+),4.154326468
34,Saint Kitts and Nevis,19.653479705364255,15.158151888698999,4.495327816665256,Overvalued (+),4.565579402
35,Israel,20.115897221831087,15.688002265695724,4.427894956135363,Overvalued (+),4.77609779
36,Vanuatu,17.17459031848562,12.867943118076333,4.306647200409287,Overvalued (+),3.655641277
37,Antigua and Barbuda,19.032106111273702,15.129704705833335,3.902401405440367,Overvalued (+),4.554276862
38,Poland,19.44869127938695,15.583303011876882,3.865388267510067,Overvalued (+),4.734499031
39,Algeria,18.275933404373543,14.412179223780669,3.863754180592874,Overvalued (+),4.269192026
40,Switzerland,20.029386722940306,16.278671223321325,3.7507154996189804,Overvalued (+),5.010780414
41,Turkey,19.06603286987988,15.385699086093371,3.6803337837865087,Overvalued (+),4.655987697
42,Spain,19.368123796741887,15.690757609429001,3.6773661873128862,Overvalued (+),4.777192534
43,Japan,19.11306307199774,15.606413597630166,3.506649474367574,Overvalued (+),4.743681252
44,Madagascar,15.41301724371204,11.949145190628954,3.4638720530830867,Overvalued (+),3.290587543
45,Panama,18.572583462225964,15.351716678658372,3.220866783567592,Overvalued (+),4.64248592
46,Ivory Coast,16.63069809493855,13.518920493997545,3.1117776009410036,Overvalued (+),3.914285441
47,Niger,15.150472275350364,12.06824612052982,3.0822261548205443,Overvalued (+),3.337908328
48,Georgia,17.99151845509473,14.913964594173196,3.077553860921535,Overvalued (+),4.468559719
49,Netherlands,18.930342154111017,16.10333009857817,2.8270120555328475,Overvalued (+),4.941114462
50,China,17.054484780260793,14.910948523902327,2.143536256358466,Overvalued (+),4.467361384
51,Egypt,16.51912066623263,14.503405232229763,2.0157154340028676,Overvalued (+),4.30543764
52,Eswatini,15.992572844076822,13.981122750612906,2.0114500934639157,Overvalued (+),4.097926103
53,Kuwait,17.533098502994715,15.626848320332192,1.9062501826625233,Overvalued (+),4.751800308
54,Belarus,16.868161472994366,15.095103945286484,1.7730575277078824,Overvalued (+),4.540529403
55,Cyprus,17.459819642334356,15.7734859100166,1.686333732317756,Overvalued (+),4.810061867
56,Somalia,13.431887461782159,11.760351969892882,1.6715354918892764,Overvalued (+),3.215576849
57,Mauritania,15.079174343997726,13.445483769293844,1.6336905747038823,Overvalued (+),3.885107806
58,Sao Tome and Principe,14.850217887315482,13.24486182265431,1.6053560646611729,Overvalued (+),3.805397362
59,Portugal,17.16091427951832,15.560573937927664,1.6003403415906554,Overvalued (+),4.725468391
60,Congo,14.980868568026775,13.382906493269775,1.5979620747569996,Overvalued (+),3.860244811
61,Namibia,15.390541077969877,13.932642595114086,1.457898482855791,Overvalued (+),4.078664129
